people_ID,infect_prob
0,0.488031137947185
1,0.502693594521471
2,0.6467896898436243
3,0.48741807236610346
4,0.6456551598871413
5,0.4901554836497798
6,0.4942359712825204
7,0.48999848500744914
8,0.4972784293837675
9,0.48658139370884423
10,0.48078611695941775
11,0.4680815442727273
12,0.5994317678889123
13,0.49438112412545876
14,0.4968752497588732
15,0.4819615154527731
16,0.503414036327504
17,0.47490816944291847
18,0.48593635284362935
19,0.4967671499400572
20,0.47647570663455346
21,0.5949520510122764
22,0.6289373261944573
23,0.47942892914655205
24,0.6189207595099071
25,0.4782595052104588
26,0.5049790444830291
27,0.486074480115236
28,0.49596733413559574
29,0.4888535897972173
30,0.4752333928674456
31,0.4739430747868361
32,0.49488620882180645
33,0.4954915715402115
34,0.5038469663626457
35,0.4735113313009768
36,0.5015197258537968
37,0.47241513596528667
38,0.47387220343313263
39,0.5037010781983304
40,0.47503364699317446
41,0.4981538224101286
42,0.47294059124074095
43,0.4696204709539644
44,0.4936794602837944
45,0.6391998776044522
46,0.49643633248618335
47,0.5036855911297073
48,0.4815944950493149
49,0.46789024860320805
50,0.46407304346661227
51,0.6488070373247943
52,0.47582837753643537
53,0.6266421303214011
54,0.4731498883340064
55,0.48263277539666294
56,0.6076535702251378
57,0.5006840435037089
58,0.5353795091994898
59,0.5004927564032058
60,0.6163062662291474
61,0.47474185441438815
62,0.47323846330542985
63,0.4908237262421906
64,0.6280657584487224
65,0.4969813092417419
66,0.4720717728462492
67,0.4689762088942996
68,0.48144540846404393
69,0.47293806744953676
70,0.4723815649151055
71,0.49895038817901083
72,0.48290532123977836
73,0.4799801155638579
74,0.4652085681630074
75,0.5002366372353231
76,0.4851758631593374
77,0.49952002952133234
78,0.49843409262426486
79,0.48682520504022686
80,0.6439295539454083
81,0.4986387459623126
82,0.47760645037712907
83,0.6457083769588241
84,0.4759595322789941
85,0.4808980826370233
86,0.6322657328227842
87,0.6568510449041138
88,0.4863660626359341
89,0.48960910411007186
90,0.4872278588016983
91,0.4829230971254954
92,0.4884844133572064
93,0.6147562177645804
94,0.4776400155912701
95,0.47001350722248625
96,0.480231712575541
97,0.5033070343882826
98,0.4760046654860628
99,0.474902790556667
100,0.6516394636429536
101,0.6260564304636456
102,0.489994489627885
103,0.5050426916779673
104,0.47169502050236434
105,0.49418865624360353
106,0.5009133332349444
107,0.49331119056754735
108,0.47282534601118187
109,0.47632698494382797
110,0.4773601460510357
111,0.48251418189019335
112,0.4937866288192468
113,0.4830260434718545
114,0.6387784664941121
115,0.4787959669202865
116,0.4986476237253046
117,0.6571633562182078
118,0.62342445366471
119,0.479662370483823
120,0.4977397417853383
121,0.5021306509099448
122,0.6210424922756698
123,0.47819676278893725
124,0.5016251619054504
125,0.47247248359459726
126,0.6567466144925371
127,0.5010417156187128
128,0.49932640529821853
129,0.63258884782407
130,0.48328715434371206
131,0.6412143368656844
132,0.5026002386535716
133,0.5888767234598662
134,0.47964309328829147
135,0.47760287232851095
136,0.4713641726893816
137,0.5955579677195257
138,0.4754289857067512
139,0.5255134926251064
140,0.4838319436968358
141,0.6104328201466096
142,0.4789300559447016
143,0.6268346855143616
144,0.49702965270906896
145,0.48083911716502986
146,0.49297711138249256
147,0.503252056628724
148,0.6530316082686938
149,0.47899085991766605
150,0.47221412085667913
151,0.500937405948363
152,0.6605142531953361
153,0.5179615918163467
154,0.4879457793553826
155,0.5027925934385808
156,0.47947023569157454
157,0.501595484332743
158,0.48241955330191255
159,0.48481550595506173
160,0.4803041307813167
161,0.6635829941096074
162,0.6375462630517164
163,0.48582285472895914
164,0.4980218258328557
165,0.4873598476657051
166,0.4695050710744608
167,0.47477578421176614
168,0.4758885666881746
169,0.4800295302227863
170,0.6546626087277911
171,0.5015862021384648
172,0.47825396059631253
173,0.5058347519685449
174,0.5010431200877701
175,0.49517230174491045
176,0.48096313200971186
177,0.49932331693143306
178,0.6492739155606955
179,0.6232398212347332
180,0.49172968187689137
181,0.6713893502834685
182,0.46620636189608045
183,0.481577454566937
184,0.5951770012043796
185,0.6804464909258559
186,0.49512308124788806
187,0.4775906289989055
188,0.47459490741915766
189,0.6392938295408939
190,0.5037604850682496
191,0.4694621116102788
192,0.48050294842686014
193,0.5062042924261381
194,0.4753978353522915
195,0.4970484818645039
196,0.4939268015164784
197,0.49178970997545646
198,0.4767335859342911
199,0.4803902703308701
200,0.47594496810207326
201,0.5026677421699352
202,0.49241988176693496
203,0.4999629907683295
204,0.6437510753577964
205,0.4791814987622838
206,0.598574836109527
207,0.49082432556230016
208,0.47069673291155595
209,0.49120043455810347
210,0.4787200802206434
211,0.6179323742502898
212,0.4795621140867407
213,0.5972675557482963
214,0.48209886581912587
215,0.7000552190296965
216,0.48794535578073317
217,0.46888481825167094
218,0.47147252120938105
219,0.49975099232257003
220,0.4800121947389639
221,0.4705346207015178
222,0.4697196718604306
223,0.5019859860376368
224,0.5994076732317373
225,0.4768981311240883
226,0.4760464068281142
227,0.4687329940317837
228,0.4927838855727858
229,0.4836919391950323
230,0.4846180483606807
231,0.49401885761443143
232,0.48677343885603575
233,0.49787638681814855
234,0.47070966512760204
235,0.4689193106060606
236,0.47569933733394765
237,0.48935225584588826
238,0.47132092584754304
239,0.47466001656796347
240,0.497314553543429
241,0.6201632620384416
242,0.4734496998022948
243,0.4739892453060514
244,0.4750372952931311
245,0.6238876535669021
246,0.4966894599907773
247,0.4778050357992931
248,0.4860709019821114
249,0.48093281523905773
250,0.4680305037840764
251,0.49082497568415523
252,0.6209596293854663
253,0.48125995870351423
254,0.49636185707685776
255,0.4824075818673851
256,0.4980138680079049
257,0.6406299958914699
258,0.6119014022114182
259,0.4683511219948161
260,0.5005030167867732
261,0.5005653384791033
262,0.4720028823232525
263,0.504693729359387
264,0.49840447604632543
265,0.49536633739189617
266,0.4961931526091555
267,0.6208128266619305
268,0.47279074773693486
269,0.4831008188815245
270,0.4761715261971006
271,0.48057421975987447
272,0.4970752379063491
273,0.5009576033668799
274,0.4736288438020183
275,0.5245710322603511
276,0.47594524823762274
277,0.4720080381850579
278,0.485046312035298
279,0.49582970054322173
280,0.4998173462823078
281,0.48143613905109056
282,0.48024581686541334
283,0.4999711104854553
284,0.49036865478451963
285,0.47734169428714457
286,0.4985500883378448
287,0.6233007893689756
288,0.5035241434993158
289,0.4838923134586679
290,0.4805429846093288
291,0.4758224446057997
292,0.590873800695837
293,0.4971761334877077
294,0.4703529915473155
295,0.4753080617121139
296,0.49710261216655305
297,0.496808626495147
298,0.4757690477923131
299,0.4993117199373176
300,0.6695683853976457
301,0.47696988363531934
302,0.4831263974156051
303,0.480002686502665
304,0.4784740209576156
305,0.4724453063421512
306,0.4902906335910006
307,0.4728938487092003
308,0.5210181716543522
309,0.5014016633824661
310,0.4849881602387999
311,0.6022007445630168
312,0.4863596071842475
313,0.49764632322533237
314,0.4841224737206526
315,0.49219165705047285
316,0.49838742957558313
317,0.46873604014195736
318,0.4850618632311819
319,0.4654061427976336
320,0.4893657929294189
321,0.46814543248360796
322,0.6770643800366491
323,0.48451993254057296
324,0.48428037234867793
325,0.497642359650207
326,0.5379133601887758
327,0.5000763892256035
328,0.48146142175450357
329,0.4920300959419111
330,0.4676891222992785
331,0.502013109084442
332,0.5022743024889741
333,0.4694904889313522
334,0.48524050332936386
335,0.5900161478578767
336,0.4905143353978997
337,0.48829344370638056
338,0.4972877938598785
339,0.4817854054120463
340,0.47461525167659685
341,0.4713799563342116
342,0.48447240937768316
343,0.5046643339552535
344,0.616177352232862
345,0.4867217315721664
346,0.6849481998184921
347,0.48124653685255037
348,0.6465540513834442
349,0.4730526813727155
350,0.620393556695932
351,0.48965810745236826
352,0.4737286605854213
353,0.47954315655583224
354,0.46903864899302056
355,0.4852890608587759
356,0.5228939419039647
357,0.48522726843689
358,0.4727561264882414
359,0.5057773077985975
360,0.5014302074014845
361,0.4824288284631991
362,0.620361100120427
363,0.47288895153237187
364,0.6258398234445707
365,0.48080142111812485
366,0.4982449089904881
367,0.48924245685439505
368,0.6263403796396678
369,0.47637144304348467
370,0.46554524136447206
371,0.5053767068587697
372,0.48518702956271276
373,0.4991604141685444
374,0.5033491928042797
375,0.4927220883925827
376,0.5142493734440895
377,0.48415959447438806
378,0.4993796603155767
379,0.4857903890066838
380,0.47912577418537866
381,0.6631423560331207
382,0.4741095917494277
383,0.49268759560306086
384,0.6405122556254033
385,0.6202285625047721
386,0.5826506238304361
387,0.4715815217831366
388,0.48505781174787854
389,0.48350438781058735
390,0.48899391271468906
391,0.4970394736142308
392,0.4753292916386283
393,0.5256454150120907
394,0.6113237309372201
395,0.6391789408660012
396,0.5048964335370706
397,0.47701546241509485
398,0.5056106823621422
399,0.47262567179248305
400,0.6004275893116027
401,0.5017212547722534
402,0.5950945777766861
403,0.4980263221276203
404,0.4980488540118473
405,0.4799741939520211
406,0.49851254367806097
407,0.6195903072826159
408,0.4668877513418376
409,0.48460693280380773
410,0.4987759877988912
411,0.4778560354763406
412,0.4959332627547589
413,0.6478713638664914
414,0.4877478975673
415,0.4681866607029702
416,0.4909605996679547
417,0.4864804506278363
418,0.49335877675860507
419,0.4782104636083421
420,0.5021728481258352
421,0.6190510005382923
422,0.4884254636715176
423,0.4658691954210988
424,0.617775439069108
425,0.596741338292261
426,0.49622736822089253
427,0.4963635499622721
428,0.4825370862153764
429,0.5001967902004283
430,0.6718705843741261
431,0.5023680438648095
432,0.4768270292066785
433,0.4899986041823243
434,0.4801375768298073
435,0.6062735097855203
436,0.46415901397429327
437,0.6360106013506097
438,0.5923372172590992
439,0.4701751431416676
440,0.49497144497198414
441,0.6166058552648468
442,0.491944231767604
443,0.47297289929889846
444,0.5832667848712756
445,0.4674856830625932
446,0.48274247724224484
447,0.5053842166874762
448,0.6271510749224787
449,0.468500479843297
450,0.48309056658540483
451,0.4845533838682782
452,0.5020870375613232
453,0.4988850621354233
454,0.48241592491192214
455,0.49806110825164135
456,0.481050473900826
457,0.5891127470558013
458,0.4867820740735036
459,0.490369230405841
460,0.48427953271696805
461,0.6477778724852301
462,0.6166829413675771
463,0.47914182262374194
464,0.6331349903560696
465,0.4835993129438537
466,0.4828936658251546
467,0.4785591521208054
468,0.4962837494189948
469,0.47723312874698537
470,0.49969695746827447
471,0.472432972606567
472,0.4864817789435847
473,0.4720068283690918
474,0.4788293080526194
475,0.482446569729592
476,0.48571872999729737
477,0.48055777707361114
478,0.4773603548865515
479,0.4896509906894612
480,0.4787909600655079
481,0.47552168839964426
482,0.4942709278802344
483,0.46553394363057665
484,0.5020289161831524
485,0.5019970063997554
486,0.6117031606240109
487,0.6357520868096183
488,0.48145392851892055
489,0.47099479546933487
490,0.6573395406335062
491,0.4902231084929972
492,0.467047612278951
493,0.494174188152092
494,0.6198886685431351
495,0.4874044799138697
496,0.49692773291110576
497,0.49330085146379465
498,0.5012985282575191
499,0.49709182342249175
500,0.48789991790198906
501,0.4726893075448624
502,0.4993000381379513
503,0.6126722413090218
504,0.4939814299185401
505,0.5003474499152207
506,0.5885081467935707
507,0.49700519889882233
508,0.47820278972869895
509,0.5037791745746338
510,0.47151904416084045
511,0.4988233058064081
512,0.4896880657966548
513,0.470564002420721
514,0.6129850097100623
515,0.48782340324194573
516,0.47890247066693326
517,0.48446176475042807
518,0.4685925587953717
519,0.533119667747995
520,0.4705762328445974
521,0.4854276816071337
522,0.6022540588728766
523,0.6248500804187679
524,0.49741328551719377
525,0.4824442945298088
526,0.47455417665639243
527,0.49748457248149014
528,0.5019094661741397
529,0.49496365936725506
530,0.6402676625390686
531,0.4962629649190712
